instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new,temp_cat,hr_cat
16170,2012-11-11,4,1,11,11,0,0,0,1,19,23,59,9,180,324,504,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16171,2012-11-11,4,1,11,12,0,0,0,1,20,24,48,6,195,390,585,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16172,2012-11-11,4,1,11,13,0,0,0,1,22,26,45,7,262,424,686,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16173,2012-11-11,4,1,11,14,0,0,0,1,25,31,33,11,292,362,654,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16174,2012-11-11,4,1,11,15,0,0,0,1,23,27,37,15,304,420,724,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16175,2012-11-11,4,1,11,16,0,0,0,1,22,26,42,15,260,393,653,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
16176,2012-11-11,4,1,11,17,0,0,0,1,22,26,45,11,151,342,493,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
16177,2012-11-11,4,1,11,18,0,0,0,1,21,25,45,9,102,303,405,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
16178,2012-11-11,4,1,11,19,0,0,0,1,20,23,55,9,69,208,277,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16179,2012-11-11,4,1,11,20,0,0,0,1,18,22,62,11,54,146,200,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16180,2012-11-11,4,1,11,21,0,0,0,1,18,22,67,15,44,127,171,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16181,2012-11-11,4,1,11,22,0,0,0,1,17,21,71,13,21,113,134,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16182,2012-11-11,4,1,11,23,0,0,0,1,17,21,71,13,16,93,109,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16183,2012-11-12,4,1,11,0,1,1,0,1,17,21,71,7,6,43,49,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16184,2012-11-12,4,1,11,1,1,1,0,1,16,20,76,11,4,26,30,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16185,2012-11-12,4,1,11,2,1,1,0,1,16,20,76,9,6,14,20,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16186,2012-11-12,4,1,11,3,1,1,0,1,16,20,76,9,1,3,4,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16187,2012-11-12,4,1,11,4,1,1,0,1,16,20,76,6,1,3,4,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16188,2012-11-12,4,1,11,5,1,1,0,1,16,20,87,0,1,23,24,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16189,2012-11-12,4,1,11,6,1,1,0,1,16,20,87,7,7,64,71,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16190,2012-11-12,4,1,11,7,1,1,0,1,16,20,87,0,16,248,264,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16191,2012-11-12,4,1,11,8,1,1,0,1,17,21,82,11,50,490,540,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16192,2012-11-12,4,1,11,9,1,1,0,1,18,22,88,7,60,337,397,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16193,2012-11-12,4,1,11,10,1,1,0,1,20,23,77,11,82,184,266,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16194,2012-11-12,4,1,11,11,1,1,0,1,21,25,72,11,112,255,367,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
16195,2012-11-12,4,1,11,12,1,1,0,1,23,27,64,15,105,314,419,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16196,2012-11-12,4,1,11,13,1,1,0,1,25,30,60,15,108,312,420,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16197,2012-11-12,4,1,11,14,1,1,0,1,24,27,60,19,134,310,444,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16198,2012-11-12,4,1,11,15,1,1,0,1,23,27,64,17,102,280,382,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
16199,2012-11-12,4,1,11,16,1,1,0,1,23,27,64,11,87,347,434,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
16200,2012-11-12,4,1,11,17,1,1,0,1,23,27,64,19,66,530,596,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
16201,2012-11-12,4,1,11,18,1,1,0,1,21,25,72,9,65,486,551,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
16202,2012-11-12,4,1,11,19,1,1,0,1,22,26,73,19,30,323,353,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
16203,2012-11-12,4,1,11,20,1,1,0,2,21,25,77,19,31,273,304,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Evening
16204,2012-11-12,4,1,11,21,1,1,0,3,22,26,73,15,10,145,155,Winter,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Evening
16205,2012-11-12,4,1,11,22,1,1,0,1,21,25,77,17,12,100,112,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
16206,2012-11-12,4,1,11,23,1,1,0,2,22,26,77,15,1,62,63,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
16207,2012-11-13,4,1,11,0,0,2,1,2,21,25,83,19,5,18,23,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
16208,2012-11-13,4,1,11,1,0,2,1,3,18,22,88,43,0,5,5,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Night
16209,2012-11-13,4,1,11,2,0,2,1,3,15,16,87,30,7,4,11,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Night
16210,2012-11-13,4,1,11,3,0,2,1,3,15,17,87,24,2,3,5,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Night
16211,2012-11-13,4,1,11,4,0,2,1,2,15,17,81,26,0,9,9,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16212,2012-11-13,4,1,11,5,0,2,1,2,14,16,87,19,0,18,18,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16213,2012-11-13,4,1,11,6,0,2,1,3,13,14,81,31,2,48,50,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Morning
16214,2012-11-13,4,1,11,7,0,2,1,3,13,15,87,17,1,106,107,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Morning
16215,2012-11-13,4,1,11,8,0,2,1,3,13,15,87,17,4,207,211,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Morning
16216,2012-11-13,4,1,11,9,0,2,1,3,13,15,81,22,1,109,110,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Morning
16217,2012-11-13,4,1,11,10,0,2,1,3,12,14,75,26,10,84,94,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Morning
16218,2012-11-13,4,1,11,11,0,2,1,1,13,15,70,17,22,133,155,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16219,2012-11-13,4,1,11,12,0,2,1,1,14,16,61,19,16,180,196,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16220,2012-11-13,4,1,11,13,0,2,1,1,14,16,53,17,30,188,218,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16221,2012-11-13,4,1,11,14,0,2,1,1,16,20,46,26,34,169,203,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16222,2012-11-13,4,1,11,15,0,2,1,1,16,20,40,20,33,184,217,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16223,2012-11-13,4,1,11,16,0,2,1,1,16,20,40,20,28,282,310,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16224,2012-11-13,4,1,11,17,0,2,1,1,14,15,49,24,33,575,608,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16225,2012-11-13,4,1,11,18,0,2,1,1,14,16,49,19,45,514,559,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16226,2012-11-13,4,1,11,19,0,2,1,1,13,14,49,24,12,344,356,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16227,2012-11-13,4,1,11,20,0,2,1,1,12,14,49,24,12,211,223,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16228,2012-11-13,4,1,11,21,0,2,1,1,12,14,49,24,9,178,187,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16229,2012-11-13,4,1,11,22,0,2,1,1,11,11,56,22,15,120,135,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16230,2012-11-13,4,1,11,23,0,2,1,1,11,11,56,20,6,78,84,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16231,2012-11-14,4,1,11,0,0,3,1,1,11,12,56,19,4,20,24,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16232,2012-11-14,4,1,11,1,0,3,1,1,10,11,60,20,2,10,12,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16233,2012-11-14,4,1,11,2,0,3,1,1,10,11,60,20,0,1,1,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16234,2012-11-14,4,1,11,3,0,3,1,1,10,11,65,15,0,5,5,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16235,2012-11-14,4,1,11,4,0,3,1,1,9,11,69,13,0,6,6,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16236,2012-11-14,4,1,11,5,0,3,1,1,9,11,69,13,0,39,39,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16237,2012-11-14,4,1,11,6,0,3,1,1,10,11,65,13,4,142,146,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16238,2012-11-14,4,1,11,7,0,3,1,1,10,11,65,19,10,405,415,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16239,2012-11-14,4,1,11,8,0,3,1,1,11,13,56,20,27,664,691,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16240,2012-11-14,4,1,11,9,0,3,1,1,12,14,52,26,22,310,332,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16241,2012-11-14,4,1,11,10,0,3,1,1,13,14,45,24,18,153,171,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16242,2012-11-14,4,1,11,11,0,3,1,1,13,15,49,17,25,126,151,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16243,2012-11-14,4,1,11,12,0,3,1,1,14,17,46,0,40,200,240,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16244,2012-11-14,4,1,11,13,0,3,1,1,15,17,43,17,32,182,214,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16245,2012-11-14,4,1,11,14,0,3,1,1,15,17,43,9,20,161,181,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16246,2012-11-14,4,1,11,15,0,3,1,1,15,17,43,19,32,228,260,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16247,2012-11-14,4,1,11,16,0,3,1,1,14,17,46,7,31,290,321,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16248,2012-11-14,4,1,11,17,0,3,1,1,13,16,49,13,19,564,583,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16249,2012-11-14,4,1,11,18,0,3,1,1,13,16,53,11,24,543,567,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16250,2012-11-14,4,1,11,19,0,3,1,1,12,15,52,11,28,368,396,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16251,2012-11-14,4,1,11,20,0,3,1,1,12,16,52,6,15,252,267,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16252,2012-11-14,4,1,11,21,0,3,1,1,12,17,56,0,5,208,213,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16253,2012-11-14,4,1,11,22,0,3,1,1,11,16,61,0,6,167,173,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16254,2012-11-14,4,1,11,23,0,3,1,1,10,12,70,9,9,78,87,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16255,2012-11-15,4,1,11,0,0,4,1,2,11,15,65,0,1,33,34,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16256,2012-11-15,4,1,11,1,0,4,1,2,11,14,65,7,2,14,16,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16257,2012-11-15,4,1,11,2,0,4,1,2,11,13,70,11,0,7,7,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16258,2012-11-15,4,1,11,3,0,4,1,2,11,14,70,6,0,2,2,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16259,2012-11-15,4,1,11,4,0,4,1,2,11,14,65,9,0,5,5,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16260,2012-11-15,4,1,11,5,0,4,1,2,12,14,61,15,3,34,37,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16261,2012-11-15,4,1,11,6,0,4,1,2,12,14,65,17,1,146,147,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16262,2012-11-15,4,1,11,7,0,4,1,2,12,14,65,13,7,403,410,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16263,2012-11-15,4,1,11,8,0,4,1,2,12,14,61,15,21,625,646,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16264,2012-11-15,4,1,11,9,0,4,1,2,13,16,61,13,17,306,323,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16265,2012-11-15,4,1,11,10,0,4,1,2,13,17,66,9,11,142,153,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16266,2012-11-15,4,1,11,11,0,4,1,2,14,17,61,9,28,138,166,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16267,2012-11-15,4,1,11,12,0,4,1,2,15,18,62,7,29,184,213,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
16268,2012-11-15,4,1,11,13,0,4,1,2,16,20,54,7,20,197,217,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
16269,2012-11-15,4,1,11,14,0,4,1,2,16,20,54,11,27,174,201,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
16270,2012-11-15,4,1,11,15,0,4,1,2,16,20,58,11,26,191,217,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
16271,2012-11-15,4,1,11,16,0,4,1,2,15,17,57,13,24,318,342,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
16272,2012-11-15,4,1,11,17,0,4,1,2,15,17,57,15,22,541,563,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
16273,2012-11-15,4,1,11,18,0,4,1,2,15,17,57,13,10,563,573,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
16274,2012-11-15,4,1,11,19,0,4,1,2,14,17,61,9,11,375,386,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16275,2012-11-15,4,1,11,20,0,4,1,1,14,17,61,7,23,262,285,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16276,2012-11-15,4,1,11,21,0,4,1,2,13,17,66,7,20,204,224,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16277,2012-11-15,4,1,11,22,0,4,1,2,13,16,66,11,10,143,153,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16278,2012-11-15,4,1,11,23,0,4,1,2,13,16,61,11,7,118,125,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16279,2012-11-16,4,1,11,0,0,5,1,2,13,17,66,7,7,58,65,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16280,2012-11-16,4,1,11,1,0,5,1,2,12,16,65,6,5,16,21,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16281,2012-11-16,4,1,11,2,0,5,1,2,12,15,70,11,0,9,9,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16282,2012-11-16,4,1,11,3,0,5,1,2,12,15,65,9,0,6,6,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16283,2012-11-16,4,1,11,4,0,5,1,2,12,16,65,7,0,5,5,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16284,2012-11-16,4,1,11,5,0,5,1,2,12,16,65,6,2,34,36,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16285,2012-11-16,4,1,11,6,0,5,1,2,12,16,61,6,4,126,130,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16286,2012-11-16,4,1,11,7,0,5,1,2,12,15,61,11,5,362,367,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16287,2012-11-16,4,1,11,8,0,5,1,2,13,17,57,9,17,694,711,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
16288,2012-11-16,4,1,11,9,0,5,1,1,14,17,53,7,21,330,351,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16289,2012-11-16,4,1,11,10,0,5,1,1,14,17,53,13,33,165,198,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16290,2012-11-16,4,1,11,11,0,5,1,1,16,20,43,15,33,185,218,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16291,2012-11-16,4,1,11,12,0,5,1,1,16,20,43,19,28,262,290,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16292,2012-11-16,4,1,11,13,0,5,1,1,17,21,38,13,52,226,278,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16293,2012-11-16,4,1,11,14,0,5,1,1,17,21,35,7,47,204,251,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16294,2012-11-16,4,1,11,15,0,5,1,1,17,21,38,9,30,237,267,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16295,2012-11-16,4,1,11,16,0,5,1,1,17,21,35,19,33,350,383,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16296,2012-11-16,4,1,11,17,0,5,1,1,15,17,46,13,41,539,580,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16297,2012-11-16,4,1,11,18,0,5,1,1,14,17,53,11,22,483,505,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16298,2012-11-16,4,1,11,19,0,5,1,1,15,17,46,15,26,306,332,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16299,2012-11-16,4,1,11,20,0,5,1,1,15,17,46,17,20,207,227,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16300,2012-11-16,4,1,11,21,0,5,1,1,14,17,49,13,21,157,178,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16301,2012-11-16,4,1,11,22,0,5,1,1,13,15,53,17,23,139,162,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16302,2012-11-16,4,1,11,23,0,5,1,1,13,15,53,15,14,114,128,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16303,2012-11-17,4,1,11,0,0,6,0,1,12,15,52,11,11,95,106,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16304,2012-11-17,4,1,11,1,0,6,0,1,11,13,60,13,13,74,87,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16305,2012-11-17,4,1,11,2,0,6,0,1,11,13,65,13,8,41,49,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16306,2012-11-17,4,1,11,3,0,6,0,1,11,13,65,13,2,19,21,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
16307,2012-11-17,4,1,11,4,0,6,0,1,10,11,70,13,1,6,7,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
16308,2012-11-17,4,1,11,5,0,6,0,1,10,12,70,11,1,10,11,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16309,2012-11-17,4,1,11,6,0,6,0,1,10,11,70,15,0,21,21,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16310,2012-11-17,4,1,11,7,0,6,0,1,10,11,70,13,8,70,78,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
16311,2012-11-17,4,1,11,8,0,6,0,1,11,13,65,15,30,138,168,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16312,2012-11-17,4,1,11,9,0,6,0,1,14,16,49,15,48,200,248,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16313,2012-11-17,4,1,11,10,0,6,0,1,15,17,46,17,62,258,320,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16314,2012-11-17,4,1,11,11,0,6,0,1,16,20,43,13,80,343,423,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
16315,2012-11-17,4,1,11,12,0,6,0,1,16,20,40,11,117,359,476,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16316,2012-11-17,4,1,11,13,0,6,0,1,17,21,38,17,179,346,525,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16317,2012-11-17,4,1,11,14,0,6,0,1,17,21,38,13,175,380,555,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16318,2012-11-17,4,1,11,15,0,6,0,1,17,21,35,20,175,374,549,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
16319,2012-11-17,4,1,11,16,0,6,0,1,16,20,40,15,144,325,469,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16320,2012-11-17,4,1,11,17,0,6,0,1,16,20,40,11,101,302,403,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16321,2012-11-17,4,1,11,18,0,6,0,1,15,18,50,7,34,237,271,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
16322,2012-11-17,4,1,11,19,0,6,0,1,14,17,53,6,45,208,253,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
16323,2012-11-17,4,1,11,20,0,6,0,2,14,17,66,6,30,142,172,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16324,2012-11-17,4,1,11,21,0,6,0,2,13,17,57,7,15,124,139,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16325,2012-11-17,4,1,11,22,0,6,0,2,13,17,57,7,15,130,145,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
16326,2012-11-17,4,1,11,23,0,6,0,2,12,16,70,7,19,114,133,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16327,2012-11-18,4,1,11,0,0,0,0,2,12,15,70,11,11,118,129,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
16328,2012-11-18,4,1,11,1,0,0,0,1,12,14,70,13,14,81,95,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
